# Constructed from biom file
#OTU ID	770244.RM	VA033.RM	61.LM.170	69.RML.170	VA011.RM	770256.RM	770365.RM	VA014.RLL	770214.RLL	VA035.RLL	770349.Ling	VA048.RUL	VA008.Lesion	VA038B.LING	770274.RUL	VA032.LLL	770255.RLL	770282.LUL	770341.RUL	770176.RM.170	VA002.RML	770178.LLL.170	770198.LLL.170	770305.LLL	VA016.LUL	770338.LUL	770273.LLL	VA039.RM	770262.RM	61.RLL.167	770312.RM	770183.RM.170	770175.RM.170	770185.LLL.170	59.LLL.167	41.LLL.58.65.170	770190.RLL.170	770183.LLL.170	770206.LM	59.RM.167	42.RML.167	770353.LLL	VA028.RM	62.RM.170	770359.RLL	770210.RLL	770178.RM.170	770174.RM.170	770176.LLL.170	770301.RLL	VA021.RLL	770185.RM.170	770360.RLL	770192.LLL.170	770186.RM.170	770254.LLL	770239.RUL	770230.LLL	VA015.RLL	VA024.RLL	770180.RLL.170	770198.RM.170	770192.RM.170	VA031.RM	770190.LM.170	770278.RMS	770186.LLL.170	770203.1736.RUL.170	770195.RM.170	770328.LM	770195.LLL.170
590601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	39.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	16.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0
759916	110.0	32.0	0.0	28.0	34.0	1572.0	232.0	6009.0	3334.0	1032.0	518.0	591.0	6791.0	46.0	1497.0	54.0	3556.0	340.0	268.0	11.0	117.0	71.0	0.0	19.0	887.0	703.0	39.0	738.0	868.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	189.0	22.0	451.0	0.0	0.0	11.0	261.0	41.0	1644.0	197.0	0.0	42.0	1.0	1056.0	3627.0	0.0	1171.0	0.0	66.0	0.0	5876.0	614.0	0.0	6307.0	0.0	48.0	0.0	126.0	31.0	89.0	0.0	1.0	0.0	651.0	112.0
699027	8.0	1.0	0.0	0.0	18.0	17.0	6.0	27.0	16.0	22.0	18.0	39.0	43.0	26.0	26.0	46.0	39.0	6.0	15.0	44.0	9.0	0.0	0.0	5.0	49.0	14.0	10.0	43.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	14.0	5.0	0.0	10.0	17.0	0.0	1.0	0.0	50.0	32.0	0.0	32.0	0.0	0.0	0.0	23.0	17.0	34.0	10.0	0.0	0.0	0.0	11.0	1.0	37.0	9.0	0.0	0.0	29.0	0.0
705241	0.0	0.0	0.0	77.0	0.0	0.0	1.0	1.0	0.0	0.0	525.0	954.0	5.0	0.0	0.0	1.0	0.0	3029.0	0.0	0.0	0.0	0.0	471.0	1073.0	1.0	2144.0	1030.0	0.0	882.0	0.0	5022.0	0.0	0.0	0.0	148.0	0.0	2751.0	0.0	2851.0	2436.0	0.0	249.0	0.0	0.0	1396.0	2497.0	0.0	0.0	0.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	1.0	61.0	0.0	0.0	285.0	0.0	0.0	2900.0	357.0	1.0	77.0	0.0	0.0	0.0	0.0
461206	5.0	2.0	0.0	0.0	1.0	3.0	2.0	2.0	12.0	4.0	4.0	7.0	8.0	7.0	4.0	40.0	2.0	0.0	58.0	0.0	13.0	0.0	0.0	0.0	30.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	55.0	5.0	36.0	0.0	3.0	0.0	0.0	0.0	31.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	15.0	0.0	0.0	0.0	4.0	0.0
82171	0.0	0.0	175.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	25.0	0.0	41.0	0.0	0.0	0.0	0.0	6.0	76.0	0.0	0.0	16.0	0.0	0.0	0.0	56.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2554	0.0	0.0	0.0	0.0	0.0	145.0	0.0	149.0	67.0	186.0	66.0	0.0	231.0	269.0	368.0	209.0	308.0	13.0	0.0	0.0	4.0	0.0	0.0	4.0	404.0	0.0	17.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	45.0	122.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790545	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	141.0
557665	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	5.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1111294	3.0	23.0	279.0	80.0	0.0	56.0	25.0	0.0	13.0	82.0	0.0	29.0	6.0	0.0	0.0	6.0	0.0	16.0	0.0	68.0	0.0	0.0	0.0	14.0	0.0	15.0	17.0	53.0	16.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	249.0	6.0	113.0	1.0	0.0	4.0	347.0	0.0	0.0	39.0	0.0	0.0	32.0	135.0	3.0	258.0	241.0	133.0	0.0	1.0	2.0	43.0	0.0	1.0	13.0	116.0	0.0	0.0	50.0	108.0	0.0	228.0	0.0	95.0	0.0
795504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	97.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771804	0.0	0.0	0.0	0.0	0.0	13.0	0.0	15.0	0.0	0.0	110.0	249.0	0.0	191.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
304640	57.0	58.0	0.0	0.0	20.0	184.0	6.0	2.0	87.0	60.0	0.0	1.0	79.0	182.0	123.0	184.0	241.0	1.0	5.0	0.0	1.0	0.0	0.0	14.0	6.0	47.0	24.0	136.0	39.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	349.0	0.0	111.0	52.0	0.0	0.0	0.0	54.0	46.0	0.0	143.0	0.0	0.0	0.0	125.0	170.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	138.0	0.0	0.0	0.0	71.0	1.0
