#SampleID	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Intercept	C(Advanced_Stage_label)[T.Local]	C(Advanced_Stage_label)[T.n.a]	C(Smoking_status)[T.Current]	C(Smoking_status)[T.Former]	C(Smoking_status)[T.Never]	C(Smoking_status)[T.current]
938948	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__	2.565237131	-1.595874472	2.954017274	0.93821489	1.397429791	1.556192133	2.425665853
915452	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__	0.783939984	-0.254506571	-0.002259828	0.336450464	0.668466654	-2.621023562	-1.451586368
240252	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidocella	s__	0.219511118	0.125564413	-1.688518174	-0.158465379	0.619800356	-2.347787287	-1.076833608
893979	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	s__parahaemolyticus	2.180544343	-0.462815924	-2.411126502	-0.108203881	0.860764962	-0.448751595	3.369713423
4307391	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__melaninogenica	1.760177221	0.53029106	3.371425263	2.809512026	1.662799653	1.936188552	0.950423894
831179	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	s__	-0.889331732	0.593518472	-0.882959016	0.184661633	-0.647280338	-1.735035565	-0.262549999
1074210	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	g__	s__	2.227884676	-1.033254905	0.038006596	-0.224745506	1.638020453	-0.261424329	3.962148306
937372	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__	-0.327539597	1.57247551	-1.305827387	0.445156581	-1.252957466	-0.580476668	-0.675818923
1117031	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__	0.273076501	0.527055258	-1.721408971	0.71669007	-2.170076254	-2.239434865	-1.08965266
504674	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Anaerococcus	s__	-0.574638281	-1.860530538	-1.041434296	-1.522715681	0.705876049	-1.087574151	-0.452039364
1003206	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	0.563775565	1.247546094	0.860039614	0.836150474	0.682455119	0.834147516	-1.113683584
830978	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	g__	s__	-1.293914471	0.503860461	-0.57014335	0.74086175	-0.103239182	-1.321609166	0.09225857
4340138	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar	0.115541305	-0.508207841	1.362773709	0.221899695	0.154766855	0.096321914	2.972002623
572138	k__Bacteria	p__Bacteroidetes	c__[Saprospirae]	o__[Saprospirales]	f__Chitinophagaceae	g__	s__	-0.51689807	0.167639511	-1.116102584	0.674061961	-0.493715647	1.350539658	-0.368175628
515747	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__	0.929339316	-0.074164314	3.998859517	0.358804292	0.419554946	0.485692713	0.254945216
796406	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__	g__	s__	0.472055044	0.45103039	-1.161397346	-1.953543537	-0.425451401	-0.069054272	-1.24784148
470724	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__cinerea	1.223019894	-1.919267816	-2.001465209	0.129933364	-0.388345006	-1.859776642	-1.705563429
879040	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	s__							
851822	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__	2.76891407	0.426797407	3.283352487	0.443187184	0.411136386	-0.12819865	4.004660485
960076	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__	3.103649821	0.881412553	0.11109557	1.057433656	0.498165366	1.986789558	-1.009075287
814363	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__	s__	-0.860656414	0.934384035	0.194661133	-0.316938036	-0.048415306	-0.008512046	-0.279301527
1052264	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Cloacibacterium	s__	2.462175932	-0.729605121	-3.384069093	0.79666943	-1.304898384	-1.234349396	-2.166926983
1051517	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__	-0.20908526	0.332247781	1.102029852	-0.190690034	-1.598579291	-0.101628687	-0.74688113
818854	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__	-1.38254777	0.871645795	1.473858349	1.603164232	0.943780076	1.929773662	0.115761039
255518	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	s__	-1.648293171	-0.15589474	-0.318780311	0.760101206	0.020236966	2.617984507	0.306548414
1083508	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__	s__	-0.031479154	-0.925191922	-1.430143245	-2.994661921	0.517953989	1.740996752	-0.843826177
970921	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__succinicans	-0.264058504	0.801844986	-0.16021324	0.100996024	-0.009010676	1.266177866	-0.699469211
510547	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__	-0.786432896	0.329185532	-0.956440814	-1.118967646	-0.235486034	-0.522700217	-0.324750665
435928	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__	s__	1.224809524	-2.132467193	-1.633061059	0.8868433	-3.141071919	-0.159088161	-1.280869844
891031	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__multivorum	-0.10741714	1.236574428	-1.142717369	0.798495061	0.536786672	1.333387885	-0.846456888
160290	k__Bacteria	p__Chlorobi	c__OPB56	o__	f__	g__	s__	-1.794618759	1.057094382	-0.230252512	-1.990489357	-0.117266539	-1.265620854	0.348698375
995583	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__	g__	s__	0.014697399	1.438622134	-1.555024751	-0.318910354	-1.970645788	-2.924449112	-0.929921987
70671	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__	-0.094606552	0.922585772	3.113384835	0.301054365	0.142535743	0.813955132	-0.823003176
990405	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Cryomorphaceae	g__	s__	-0.43883637	-0.293075545	-1.185884007	0.301551825	-0.875486019	-1.610156682	-0.52345443
1140644	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__	s__	0.221825328	-0.234932644	-1.7120272	-0.370780461	-0.39149845	-2.178520825	-1.009822729
384499	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__	-1.266810093	1.522827821	-0.643067368	-3.325687521	-0.885864738	-2.009665158	0.147668478
534507	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	g__Corynebacterium	s__	0.132954564	-3.066751165	-1.632468827	0.631875462	-0.301289085	-1.575664427	-0.847490671
629320	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__	-1.116781864	0.446206378	-0.710369118	-0.467933767	-0.306248668	0.422652695	-0.107868674
922761	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae	g__Erwinia	s__	0.673175063	0.703166137	-0.258659311	-0.015569442	0.709891465	1.622103635	-1.314496877
706432	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__	1.641055319	-0.304031653	-2.769011624	-0.486365431	-0.836493138	-3.31977382	-1.875537994
814282	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__	s__	-1.48541132	1.475365298	3.088160865	0.397966868	-0.225114945	0.99447428	0.174633858
2613485	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__	-1.41240326	1.75533505	4.269923799	-3.274907225	0.401466963	-1.948984292	0.122957704
816408	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Stramenopiles	f__	g__	s__	0.242167797	-0.313543184	-1.732217677	-3.772286051	0.62502974	-2.222210314	-1.117833021
225453	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Cellvibrio	s__	-0.604682837	0.921468871	-1.096482404	-0.264797085	-1.009866837	1.388922307	-0.414621833
1060517	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__	-1.625753556	-0.931124372	-0.379610189	-2.068263882	0.109751043	1.275580037	0.253219304
969805	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__	0.182529893	-0.293677015	-1.642845996	0.671543605	-0.072960976	0.865825269	-1.025268677
1059729	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	s__	1.26893222	-0.463073654	1.405240468	0.595184571	0.972656441	1.243762392	2.844704148
